tool		CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856	CPAchecker statistics-refactor:43856
run set		r_700s_noitlimit_safetyzone_integration-nightly-value	r_700s_noitlimit_safetyzone_integration-nightly-value	r_700s_noitlimit_safetyzone_integration-nightly-value	r_700s_noitlimit_safetyzone_integration-nightly-value	r_700s_noitlimit_safetyzone_integration-nightly-value	r_700s_noitlimit_safetyzone_integration-nightly-value	r_700s_noitlimit_safetyzone_integration-nightly-value
/Users/ludwig/home/Studium/Bachelor Informatik/9. Semester/cpachecker/Notizen/Experimente/4_reproducibility/integration-nightly-value/4_700s_noitlimit_safetyzone/programs/benchmarks/		status	CPU Time (s)	Wall Time (s)	Memory (MB)	Size of reached set	Number of iterations	Number of abstraction computations
array-fpi/ifeqn5f.yml	false	unknown	5.580685812	2.928615498007275	114.475008	43	44	50
array-fpi/ifncomp.yml	true	unknown	5.444053453	2.8624239589844365	133.169152	53	54	62
array-fpi/ifncompf.yml	false	unknown	5.395555815	2.8693303760082927	133.607424	53	54	62
array-fpi/indp1.yml	true	unknown	5.963596819	3.1373635370109696	139.685888	38	39	44
array-fpi/indp1f.yml	false	unknown	5.790942034	3.1210812790086493	142.999552	38	39	44
array-fpi/indp2.yml	true	unknown	5.466190367	2.9300640770234168	142.839808	38	39	44
array-fpi/indp2f.yml	false	unknown	5.340492569	2.800918326014653	136.925184	38	39	44
array-fpi/indp3.yml	true	unknown	6.254177645	3.3178954510076437	150.564864	43	44	50
array-fpi/indp3f.yml	false	unknown	6.105863425	3.230341083020903	144.691200	43	44	50
array-fpi/indp4.yml	true	unknown	5.393894351	2.8643192329909652	132.206592	38	39	44
array-fpi/indp4f.yml	false	unknown	6.162997915	3.2370118139951956	138.252288	38	39	44
array-fpi/indp5.yml	true	unknown	5.970998332	3.1335328870045487	146.288640	43	44	50
